證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"0050","元大台灣50","2249578","310815371","138.85","138.85","137.95","138.00","-0.3000","3350"
"0051","元大中型100","114084","6490829","56.50","57.10","56.50","56.85","0.7500","82"
"0052","富邦科技","738860","93449035","126.55","127.15","126.20","126.20","-0.3000","269"
"0053","元大電子","8204","548862","67.05","67.20","66.60","66.60","-0.3000","18"
"0054","元大台商50","1142","35961","31.50","31.50","31.50","31.50","-0.0500","6"
"0055","元大MSCI金融","105809","2212924","21.00","21.10","20.85","20.87","-0.1200","100"
"0056","元大高股息","4544274","158797759","35.00","35.00","34.89","34.91","0.0100","3564"
"0057","富邦摩台","21015","1984106","94.70","94.70","94.40","94.40","0.3500","6"
"0061","元大寶滬深","164255","3841501","23.49","23.49","23.31","23.31","-0.1300","91"
"006203","元大MSCI台灣","4000","263200","66.00","66.00","65.60","65.60","0.2000","4"
"006204","永豐臺灣加權","21470","1925665","89.65","89.70","89.65","89.70","0.3000","16"
"006205","富邦上証","1630638","61351693","37.83","38.00","37.46","37.60","-0.2300","488"
"006206","元大上證50","664075","24995933","38.03","38.06","37.42","37.48","-0.5200","249"
"006207","FH滬深","159194","4876184","30.70","30.78","30.54","30.60","-0.1000","37"
"006208","富邦台50","1237359","98217314","79.80","79.80","79.20","79.20","-0.4000","1183"
"00625K","富邦上証+R","","","","","","","0.0000",""
"00631L","元大台灣50正2","2211234","280948631","127.25","127.65","126.30","126.75","-0.4500","662"
"00632R","元大台灣50反1","60696844","342984111","5.64","5.67","5.64","5.65","0.0100","3120"
"00633L","富邦上証正2","9534673","629362822","67.45","67.70","65.20","65.75","-1.2500","2824"
"00634R","富邦上証反1","773301","2996251","3.84","3.89","3.84","3.89","0.0500","80"
"00635U","期元大S&P黃金","1291991","30871986","23.89","23.97","23.80","23.92","-0.4700","627"
"00636","國泰中國A50","2126624","57559409","27.32","27.37","26.94","27.05","-0.2700","897"
"00636K","國泰中國A50+U","","","","","","","0.0000",""
"00637L","元大滬深300正2","83458415","2184261874","26.69","26.76","25.78","25.90","-0.6000","16024"
"00638R","元大滬深300反1","2097193","16373542","7.71","7.85","7.70","7.80","0.0800","147"
"00639","富邦深100","1004623","16855784","16.71","16.93","16.68","16.80","0.0100","224"
"00640L","富邦日本正2","246000","7067080","29.00","29.00","28.60","28.69","-0.3700","39"
"00641R","富邦日本反1","261003","2764842","10.56","10.62","10.55","10.60","0.0800","52"
"00642U","期元大S&P石油","12826698","153972271","12.06","12.06","11.97","11.98","-0.2800","3204"
"00643","群益深証中小","509395","9138664","17.85","18.09","17.82","17.98","0.1300","184"
"00643K","群益深証中小+R","","","","","","","0.0000",""
"00645","富邦日本","150588","3843300","25.62","25.62","25.45","25.52","-0.1100","63"
"00646","元大S&P500","572928","20652432","35.97","36.10","35.97","36.07","0.1900","327"
"00647L","元大S&P500正2","117100","7361199","62.95","62.95","62.85","62.85","0.4000","12"
"00648R","元大S&P500反1","1703005","12421430","7.30","7.30","7.28","7.29","-0.0300","97"
"00650L","FH香港正2","1396001","42207750","29.88","30.40","29.83","30.21","0.5200","124"
"00651R","FH香港反1","29000","198290","6.82","6.88","6.80","6.83","-0.0500","12"
"00652","富邦印度","310867","8072391","26.11","26.13","25.73","25.73","-0.4600","119"
"00653L","富邦印度正2","515025","19486500","38.49","38.51","37.16","37.16","-1.2400","203"
"00654R","富邦印度反1","198000","1817180","9.18","9.27","9.11","9.27","0.1400","60"
"00655L","國泰中國A50正2","5139566","256097896","50.90","51.10","49.15","49.58","-0.9700","1670"
"00656R","國泰中國A50反1","163000","1162690","7.09","7.18","7.08","7.15","0.0600","25"
"00657","國泰日經225","121001","4260154","35.25","35.25","35.20","35.22","0.0700","6"
"00657K","國泰日經225+U","","","","","","","0.0000",""
"00660","元大歐洲50","24031","713536","29.68","29.81","29.64","29.64","0.0300","19"
"00661","元大日經225","2000","72840","36.33","36.51","36.33","36.51","0.0000","2"
"00662","富邦NASDAQ","269017","13615268","50.00","50.75","50.00","50.65","0.9900","171"
"00663L","國泰臺灣加權正2","34000","3892850","114.30","114.65","114.30","114.65","1.0500","11"
"00664R","國泰臺灣加權反1","5155971","33041557","6.41","6.43","6.40","6.41","0.0000","286"
"00665L","富邦恒生國企正2","87000","2087290","23.83","24.20","23.83","23.89","0.2900","42"
"00666R","富邦恒生國企反1","70000","774200","11.06","11.06","11.06","11.06","-0.0200","2"
"00668","國泰美國道瓊","45362","1545433","34.02","34.14","34.02","34.14","-0.0200","23"
"00668K","國泰美國道瓊+U","","","","","","","0.0000",""
"00669R","國泰美國道瓊反1","5331001","43652638","8.19","8.20","8.18","8.19","0.0200","240"
"00670L","富邦NASDAQ正2","761053","73772289","96.75","97.15","96.75","96.95","3.6000","250"
"00671R","富邦NASDAQ反1","4134520","23625116","5.71","5.72","5.70","5.72","-0.1000","325"
"00673R","期元大S&P原油反1","3356051","53325451","15.85","15.98","15.85","15.94","0.3400","365"
"00674R","期元大S&P黃金反1","699000","9337790","13.37","13.40","13.33","13.37","0.2800","173"
"00675L","富邦臺灣加權正2","269026","13234904","49.21","49.35","48.90","49.12","-0.0600","146"
"00676R","富邦臺灣加權反1","4880014","17065819","3.50","3.51","3.49","3.50","0.0000","298"
"00678","群益NBI生技","150999","4279014","28.16","28.40","28.16","28.39","0.2300","44"
"00680L","元大美債20正2","110000","2633160","23.88","24.04","23.84","24.01","0.8800","41"
"00681R","元大美債20反1","47000","647580","13.80","13.80","13.77","13.77","-0.2700","17"
"00682U","期元大美元指數","348000","6346100","18.17","18.27","18.17","18.24","0.1100","125"
"00683L","期元大美元指正2","2791000","47524070","17.02","17.10","17.00","17.10","0.3000","649"
"00684R","期元大美元指反1","2000","38000","18.97","19.03","18.97","19.03","0.0000","2"
"00685L","群益臺灣加權正2","8000","345200","43.20","43.20","43.05","43.05","-0.1500","3"
"00686R","群益臺灣加權反1","212000","807880","3.81","3.82","3.81","3.82","0.0100","8"
"00688L","國泰20年美債正2","334000","7995800","23.82","24.00","23.82","23.97","0.9100","30"
"00689R","國泰20年美債反1","182000","2629520","14.47","14.47","14.44","14.44","-0.2800","24"
"00690","兆豐藍籌30","11091","362919","32.76","32.76","32.63","32.63","-0.0400","16"
"00692","富邦公司治理","1290032","45803155","35.61","35.61","35.45","35.45","-0.1500","771"
"00693U","期街口S&P黃豆","2258659","46637741","20.61","20.78","20.52","20.53","-1.2200","1027"
"00700","富邦恒生國企","107053","2012198","18.82","18.89","18.79","18.79","0.1100","9"
"00701","國泰股利精選30","840455","20081529","24.00","24.00","23.86","23.86","-0.1400","583"
"00702","國泰標普低波高息","100046","2044948","20.44","20.44","20.44","20.44","-0.1800","13"
"00703","台新MSCI中國","56000","1362290","24.36","24.39","24.26","24.30","0.2200","15"
"00706L","期元大S&P日圓正2","30000","476660","15.87","15.91","15.87","15.91","0.1400","19"
"00707R","期元大S&P日圓反1","","","","","","","0.0000",""
"00708L","期元大S&P黃金正2","4814101","125106329","25.96","26.13","25.83","26.02","-1.0800","1513"
"00709","富邦歐洲","94001","2262474","24.07","24.07","24.02","24.02","-0.1000","12"
"00710B","FH彭博高收益債","972823","17931188","18.40","18.45","18.40","18.44","0.0500","130"
"00711B","FH彭博新興債","162862","3291726","20.15","20.26","20.15","20.26","0.1700","34"
"00712","FH富時不動產","7369583","108554525","14.84","14.84","14.69","14.74","-0.1300","3671"
"00713","元大台灣高息低波","49231","2106067","42.88","42.88","42.73","42.77","0.0400","43"
"00714","群益道瓊美國地產","16242","357514","21.98","22.07","21.98","22.05","0.1100","13"
"00715L","期街口布蘭特正2","54285838","452286775","8.40","8.41","8.26","8.30","-0.3800","6204"
"00717","富邦美國特別股","1010262","17093805","16.86","16.95","16.86","16.93","0.0900","218"
"00728","第一金工業30","115148","3277856","28.60","28.60","28.37","28.40","-0.1000","105"
"00730","富邦臺灣優質高息","354475","7596246","21.40","21.48","21.40","21.44","0.0200","134"
"00731","FH富時高息低波","264618","15137524","57.25","57.30","57.20","57.20","-0.3000","27"
"00732","國泰RMB短期報酬","100000","3941000","39.41","39.41","39.41","39.41","-0.0400","2"
"00733","富邦臺灣中小","909969","40955121","44.56","45.40","44.56","44.96","0.4200","537"
"00735","國泰臺韓科技","137000","4670580","34.12","34.12","34.00","34.00","0.0000","8"
"00736","國泰新興市場","127101","2992111","23.60","23.64","23.49","23.49","-0.1700","41"
"00737","國泰AI+Robo","92563","3046622","32.87","32.96","32.87","32.95","0.3500","71"
"00738U","期元大道瓊白銀","2065870","55758871","27.00","27.10","26.91","26.97","-1.0200","869"
"00739","元大MSCI A股","248164","6988406","28.21","28.30","28.03","28.15","-0.0600","69"
"00742","新光內需收益","60532","1362905","22.50","22.53","22.40","22.40","-0.1700","13"
"00743","國泰中國A150","140036","4119078","29.40","29.58","29.40","29.40","0.2200","11"
"00752","中信中國50","703085","20263308","28.62","28.96","28.62","28.82","0.2800","312"
"00753L","中信中國50正2","381000","13794190","35.95","36.42","35.90","36.22","0.6800","148"
"00757","統一FANG+","968154","45589650","47.10","47.14","47.00","47.12","1.1000","524"
"00762","元大全球AI","195640","7811786","39.92","39.97","39.88","39.93","0.7800","132"
"00763U","期街口道瓊銅","586851","16069501","27.38","27.45","27.30","27.35","-0.7300","331"
"00770","國泰北美科技","122505","4414200","35.94","36.06","35.94","36.03","0.8100","22"
"00771","元大US高息特別股","85011","1632971","19.15","19.25","19.15","19.25","0.1400","53"
"00774B","新光中國政金綠債","2073","80638","38.90","38.90","38.90","38.90","0.0100","3"
"00774C","新光中政金綠債+R","","","","","","","0.0000",""
"00775B","新光投等債15+","2001","83641","41.80","41.80","41.80","41.80","0.5400","3"
"00783","富邦中証500","471509","10484364","22.20","22.27","22.17","22.26","0.0600","22"
"008201","BP上證50","","","","","","","0.0000",""
"00830","國泰費城半導體","1342091","38112571","28.36","28.44","28.33","28.41","0.4400","580"
"00850","元大臺灣ESG永續","594253","20520000","34.66","34.66","34.44","34.50","-0.0600","429"
"00851","台新全球AI","22334","705960","31.57","31.67","31.57","31.63","0.8800","14"
"00852L","國泰美國道瓊正2","1986400","39676681","19.96","20.01","19.95","19.97","-0.0900","218"
"00861","元大全球未來通訊","506306","14660188","28.97","28.98","28.93","28.94","0.2200","212"
"00865B","國泰US短期公債","208042","7635511","36.49","36.71","36.49","36.71","0.2100","9"
"00875","國泰網路資安","852253","27521411","32.17","32.34","32.17","32.30","0.5100","389"
"00876","元大未來關鍵科技","1178718","34217639","29.00","29.07","28.99","29.02","0.2100","458"
"00878","國泰永續高股息","4728295","86629848","18.36","18.37","18.28","18.30","-0.0500","2657"
"00881","國泰台灣5G+","15440175","274906533","17.84","17.85","17.73","17.73","-0.0600","5503"
"00882","中信中國高股息","24901430","389226484","15.70","15.71","15.59","15.63","-0.0800","12932"
"00885","富邦越南","20121424","325346047","16.02","16.24","16.02","16.20","0.2600","5270"
"00891","中信關鍵半導體","12207947","191364119","15.68","15.73","15.62","15.63","0.0100","4254"
"00892","富邦台灣半導體","25321084","394529858","15.60","15.62","15.54","15.54","0.0300","7812"
"01001T","土銀富邦R1","314001","5540729","17.64","17.66","17.64","17.64","-0.0100","13"
"01002T","土銀國泰R1","33101","587134","17.75","17.78","17.69","17.69","0.0000","20"
"01003T","兆豐新光R1","11001","210520","19.13","19.20","19.13","19.20","0.0600","5"
"01004T","土銀富邦R2","7501","120587","16.01","16.01","16.01","16.01","0.0100","6"
"01007T","兆豐國泰R2","26001","508671","19.50","19.59","19.50","19.59","0.0000","14"
"01009T","王道圓滿R1","151000","1376330","9.13","9.13","9.10","9.12","-0.0100","22"
"01010T","京城樂富R1","63092","684561","10.85","10.86","10.85","10.85","0.0000","15"
"020000","富邦特選蘋果N","4000","30520","7.63","7.63","7.63","7.63","-0.0200","4"
"020002","元富新中國N","1000","19430","19.43","19.43","19.43","19.43","0.0500","1"
"020004","兆豐電菁英30N","","","","","","","0.0000",""
"020006","永昌中小300N","","","","","","","0.0000",""
"020007","凱基臺灣500N","","","","","","","0.0000",""
"020008","元大特股高息N","5000","59920","11.99","11.99","11.98","11.98","0.0000","4"
"020011","統一微波高息20N","14000","88540","6.33","6.33","6.31","6.31","-0.0300","5"
"020012","富邦行動通訊N","17000","105560","6.21","6.21","6.20","6.21","0.0000","8"
"020015","統一MSCI美低波N","","","","","","","0.0000",""
"020016","統一MSCI美科技N","15000","282750","18.85","18.85","18.85","18.85","0.4000","1"
"020018","統一價值成長30N","29000","505710","17.46","17.46","17.40","17.45","0.2400","11"
"020019","統一特選台灣5GN","123000","1739760","14.22","14.22","14.09","14.09","-0.0400","31"
"02001L","富邦蘋果正二N","25000","312250","12.49","12.49","12.49","12.49","0.0000","1"
"02001R","富邦蘋果反一N","","","","","","","0.0000",""
"020020","元大台股領航N","893000","6502510","7.32","7.32","7.26","7.28","-0.0200","355"
"020022","元大電動車N","3914000","22694230","5.80","5.83","5.75","5.76","-0.0300","623"
"1101","台泥","24209277","1236734265","51.30","51.40","51.00","51.00","-0.5000","9442"
"1101B","台泥乙特","2001","107653","53.80","53.80","53.80","53.80","0.0000","3"
"1102","亞泥","21127559","1066291821","50.80","51.10","50.20","50.40","-0.7000","7133"
"1103","嘉泥","731028","16126614","22.20","22.25","22.00","22.00","-0.2000","383"
"1104","環泥","601115","13770244","23.10","23.10","22.80","23.00","0.0000","376"
"1108","幸福","1018862","13787305","13.60","13.65","13.45","13.45","-0.2000","484"
"1109","信大","361390","9079925","25.30","25.30","25.05","25.10","-0.2000","224"
"1110","東泥","333274","5176655","15.65","15.65","15.40","15.50","-0.1500","110"
"1201","味全","1478262","31592375","21.50","21.50","21.30","21.30","-0.2000","619"
"1203","味王","40235","1416938","35.25","35.30","35.15","35.20","-0.1000","43"
"1210","大成","2085555","122426070","58.90","59.10","58.40","59.10","0.1000","1615"
"1213","大飲","","","","","","","0.0000",""
"1215","卜蜂","1521181","126799445","83.90","84.00","82.80","83.20","-0.1000","1349"
"1216","統一","13836253","1014951551","72.80","73.70","72.40","73.70","0.5000","3072"
"1217","愛之味","7359706","86197449","11.90","11.95","11.60","11.60","-0.2500","2623"
"1218","泰山","685812","19898240","29.05","29.15","28.95","29.05","0.0000","462"
"1219","福壽","960472","22752701","23.95","23.95","23.55","23.65","-0.1500","473"
"1220","台榮","801166","13431712","16.85","16.95","16.65","16.80","-0.0500","382"
"1225","福懋油","307624","14219327","45.70","46.75","45.40","46.40","0.6000","249"
"1227","佳格","1446745","77343867","53.50","53.90","53.20","53.90","0.2000","1217"
"1229","聯華","1924364","94778683","49.30","49.45","48.90","49.45","0.3500","1335"
"1231","聯華食","262670","16019371","61.10","61.40","60.80","61.00","-0.3000","350"
"1232","大統益","80449","13276208","165.00","165.00","164.50","165.00","-0.5000","289"
"1233","天仁","7104","246726","34.65","34.85","34.60","34.85","-0.1500","14"
"1234","黑松","182835","6422477","35.20","35.25","35.05","35.20","0.0000","130"
"1235","興泰","21023","659851","31.60","31.65","31.05","31.20","-1.1000","25"
"1236","宏亞","70116","1098354","15.70","15.85","15.50","15.65","-0.0500","79"
"1256","鮮活果汁-KY","47675","21060701","434.50","449.00","434.50","447.00","13.0000","311"
"1301","台塑","13397548","1362537957","102.50","103.00","101.00","102.00","-1.5000","4584"
"1303","南亞","22062592","1821867438","84.10","84.50","82.10","82.30","-2.6000","7698"
"1304","台聚","14388197","518021831","36.20","36.60","35.70","35.80","-1.0500","6968"
"1305","華夏","5430839","197319587","36.50","36.60","36.05","36.20","-0.6000","3220"
"1307","三芳","373613","8465376","22.60","23.00","22.45","22.90","0.2500","178"
"1308","亞聚","9469531","304381312","32.65","32.85","31.80","31.90","-1.1000","4294"
"1309","台達化","4841577","204429049","42.80","42.80","42.00","42.10","-0.7500","2674"
"1310","台苯","4230745","86901429","21.00","21.00","20.25","20.30","-0.6000","1702"
"1312","國喬","17019930","498876094","29.65","29.95","29.10","29.10","-0.4500","5367"
"1312A","國喬特","3000","105000","35.10","35.10","34.80","35.10","0.1000","3"
"1313","聯成","16108866","414743556","26.30","26.35","25.50","25.60","-0.7000","6333"
"1314","中石化","44888023","594293295","13.45","13.50","13.15","13.15","-0.3000","11367"
"1315","達新","98181","7375337","75.10","75.30","74.90","75.30","0.0000","108"
"1316","上曜","827911","9651227","11.90","11.90","11.55","11.55","-0.2000","349"
"1319","東陽","3104349","102112642","33.15","33.20","32.60","32.60","-0.5000","1879"
"1321","大洋","290100","10803740","37.30","37.80","36.85","37.40","0.1000","218"
"1323","永裕","225174","7721199","34.05","34.95","34.00","34.95","0.7000","124"
"1324","地球","63035","683830","11.00","11.00","10.70","11.00","0.0500","36"
"1325","恆大","546381","48119522","87.60","88.80","87.60","88.10","0.2000","524"
"1326","台化","12095134","1011079109","85.00","85.00","83.30","83.30","-2.0000","5143"
"1337","再生-KY","820209","6322317","7.73","7.75","7.68","7.70","-0.0600","438"
"1338","廣華-KY","187340","12015936","64.10","64.50","63.90","63.90","-0.4000","166"
"1339","昭輝","81000","3070600","37.75","38.20","37.70","38.00","0.2500","67"
"1340","勝悅-KY","336811","3753206","11.30","11.30","10.95","11.15","-0.1000","277"
"1341","富林-KY","60004","4773614","80.00","80.60","79.00","79.90","0.3000","32"
"1342","八貫","89419","4809395","53.00","54.70","53.00","53.70","0.9000","80"
"1402","遠東新","14254219","444597427","31.60","31.80","31.05","31.05","-0.7500","3793"
"1409","新纖","11624171","250136357","21.95","21.95","21.20","21.20","-0.5500","4329"
"1410","南染","10125","351218","34.40","35.00","34.40","34.65","0.0000","12"
"1413","宏洲","657957","7574560","11.90","11.90","11.35","11.35","-0.4000","289"
"1414","東和","1270652","21725022","17.40","17.40","17.00","17.05","-0.1500","597"
"1416","廣豐","274014","3072450","11.25","11.30","11.10","11.15","-0.1000","144"
"1417","嘉裕","817568","12575783","15.50","15.60","15.20","15.30","-0.3000","366"
"1418","東華","1615","17915","11.15","11.15","11.15","11.15","0.0500","9"
"1419","新紡","76967","3020706","39.50","39.70","38.90","39.20","-0.7000","79"
"1423","利華","288663","6311245","21.60","22.10","21.55","21.90","0.3000","173"
"1432","大魯閣","66221","905222","13.65","13.80","13.55","13.70","0.0500","184"
"1434","福懋","5137354","162513945","31.30","32.20","31.20","31.35","-0.0500","2166"
"1435","中福","95942","1899151","20.55","20.55","19.30","19.90","-0.4000","55"
"1436","華友聯","31027","1229674","39.55","39.85","39.50","39.85","0.1000","24"
"1437","勤益控","116502","2934500","25.15","25.30","25.10","25.30","0.1500","68"
"1438","三地開發","11100","335339","30.40","30.60","30.00","30.60","-0.3000","10"
"1439","中和","55712","1377564","24.65","24.85","24.65","24.70","-0.5500","36"
"1440","南紡","18751826","504351227","27.60","27.60","26.60","26.75","-0.4500","7594"
"1441","大東","797753","9370337","11.80","12.00","11.50","11.55","-0.1500","358"
"1442","名軒","745335","13040442","17.65","17.65","17.45","17.50","-0.1500","70"
"1443","立益","187549","2704304","14.50","14.60","14.20","14.50","-0.0500","85"
"1444","力麗","4334245","54450687","12.70","12.70","12.50","12.55","-0.1000","1667"
"1445","大宇","72030","867761","12.10","12.10","12.00","12.05","-0.1000","39"
"1446","宏和","164614","5213309","32.00","32.15","31.55","31.55","-0.4500","107"
"1447","力鵬","6363521","79755914","12.65","12.70","12.40","12.50","-0.1500","1785"
"1449","佳和","172342","2666109","15.95","15.95","15.25","15.50","-0.4500","105"
"1451","年興","516791","10918814","21.35","21.45","21.00","21.00","-0.4000","326"
"1452","宏益","1559339","39868049","26.00","26.10","25.35","25.40","-0.4500","764"
"1453","大將","82965","769255","9.36","9.38","9.22","9.25","-0.1100","59"
"1454","台富","132063","1356795","10.35","10.45","10.20","10.25","0.0000","51"
"1455","集盛","14702012","382365227","26.10","26.40","25.50","26.40","0.4000","7088"
"1456","怡華","886946","17291188","18.95","20.00","18.90","19.20","0.5500","464"
"1457","宜進","1511926","27484355","18.35","18.40","18.10","18.10","-0.2500","727"
"1459","聯發","1641406","22831990","14.30","14.30","13.75","13.95","-0.3000","595"
"1460","宏遠","3577140","38868024","11.20","11.40","10.60","10.70","-0.4000","1463"
"1463","強盛","1402117","22134050","15.95","16.20","15.35","15.40","-0.3000","716"
"1464","得力","598665","10386571","17.35","17.50","17.25","17.40","0.0500","351"
"1465","偉全","27260","352439","12.95","12.95","12.90","12.95","0.0000","44"
"1466","聚隆","10950919","204600217","18.40","19.10","17.75","18.85","0.4500","1936"
"1467","南緯","800676","13353834","16.70","16.95","16.55","16.60","-0.1000","343"
"1468","昶和","40400","493509","12.20","12.30","12.05","12.05","-0.1500","36"
"1470","大統新創","16106","260067","15.95","16.30","15.95","16.25","0.0500","16"
"1471","首利","2805764","27497515","9.21","10.10","9.12","10.10","0.8900","1140"
"1472","三洋紡","52024","521740","10.30","10.30","10.00","10.00","-0.3000","31"
"1473","台南","103752","1881319","18.00","18.20","18.00","18.20","0.0500","72"
"1474","弘裕","1195508","19482266","16.30","16.45","16.15","16.15","0.0000","542"
"1475","業旺","30626","1150960","37.50","38.00","37.00","37.90","0.4000","24"
"1476","儒鴻","1436989","901238366","623.00","636.00","621.00","624.00","-5.0000","1124"
"1477","聚陽","2717098","713577517","266.00","267.00","260.50","261.50","-3.0000","2094"
"1503","士電","520822","27470281","52.30","53.00","52.20","53.00","0.8000","320"
"1504","東元","4417695","143382300","33.00","33.05","32.40","32.40","-0.5500","1107"
"1506","正道","880182","8982985","9.84","10.45","9.83","10.30","0.5000","379"
"1507","永大","60395","3735932","62.00","62.00","61.70","61.80","-0.3000","63"
"1512","瑞利","95208","416402","4.36","4.48","4.36","4.48","0.0800","42"
"1513","中興電","5325496","271275076","51.70","51.80","50.40","50.40","-0.9000","2306"
"1514","亞力","732073","18382070","25.15","25.35","25.00","25.05","0.0000","384"
"1515","力山","1707490","134363097","77.60","79.50","77.50","78.90","1.5000","1156"
"1516","川飛","57590","1263839","22.25","22.25","21.80","21.80","-0.2000","28"
"1517","利奇","2056779","53287850","26.45","26.45","25.60","25.60","-0.5500","1054"
"1519","華城","531915","22604320","43.05","43.20","42.10","42.30","-0.4000","400"
"1521","大億","47545","2179729","45.80","46.50","45.70","45.80","0.1000","41"
"1522","堤維西","280047","6023539","21.50","21.70","21.45","21.50","0.0000","199"
"1524","耿鼎","463026","4826576","10.60","10.60","10.35","10.35","-0.1500","228"
"1525","江申","102225","6993226","68.50","68.90","68.00","68.40","-0.4000","85"
"1526","日馳","309407","15457237","51.00","51.00","49.60","49.70","-0.4000","237"
"1527","鑽全","1138584","54960105","49.05","49.05","48.00","48.00","-0.7500","868"
"1528","恩德","1669808","18978808","11.60","11.60","11.20","11.25","-0.3500","618"
"1529","樂士","116407","1964387","17.00","17.00","16.75","16.85","-0.1500","65"
"1530","亞崴","37105","1335024","36.00","36.00","35.95","36.00","0.1000","31"
"1531","高林股","187294","2740049","14.65","14.70","14.60","14.65","-0.1000","108"
"1532","勤美","699479","22731336","32.55","32.65","32.30","32.65","0.0500","292"
"1533","車王電","288763","15156735","53.20","53.20","52.00","52.40","-0.7000","247"
"1535","中宇","38010","1411878","37.10","37.40","37.05","37.40","0.0500","36"
"1536","和大","1162546","113843145","97.00","98.90","96.50","98.90","1.9000","853"
"1537","廣隆","150891","22426132","150.00","150.00","148.00","149.50","0.5000","140"
"1538","正峰","1463","17936","12.15","12.15","12.15","12.15","-0.8500","6"
"1539","巨庭","49005","896741","18.60","18.60","18.15","18.45","0.0000","28"
"1540","喬福","271758","4497288","16.25","16.65","16.25","16.60","0.3500","170"
"1541","錩泰","47000","2370400","51.00","51.20","49.80","50.00","-0.1000","29"
"1558","伸興","110242","18598423","169.00","169.50","168.00","168.50","0.0000","137"
"1560","中砂","413033","27612964","66.60","67.10","66.50","67.10","0.7000","293"
"1568","倉佑","1214867","30971059","24.65","25.90","24.60","25.70","1.1500","368"
