證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"1582","信錦","238788","20194657","85.00","85.00","84.30","84.80","0.2000","226"
"1583","程泰","6000","381000","63.40","63.70","63.40","63.70","0.5000","4"
"1587","吉茂","230343","6469055","28.30","28.30","28.00","28.10","-0.2000","110"
"1589","永冠-KY","703135","52141066","74.30","74.90","73.90","73.90","-0.4000","388"
"1590","亞德客-KY","565295","561166669","989.00","1020.00","982.00","987.00","-8.0000","533"
"1597","直得","3203328","349249963","104.00","112.00","104.00","108.00","5.0000","2372"
"1598","岱宇","5160835","551672390","105.00","109.50","104.00","108.50","6.0000","3180"
"1603","華電","1025118","31577672","30.80","31.15","30.40","30.40","-0.4000","588"
"1604","聲寶","719173","21273340","29.60","29.65","29.55","29.60","-0.1000","380"
"1605","華新","36277626","905263070","25.35","25.50","24.75","24.75","-0.6000","12163"
"1608","華榮","8725736","219998894","25.85","25.85","25.00","25.00","-0.9500","3825"
"1609","大亞","18516158","515475525","28.50","28.55","27.50","27.55","-0.9000","8795"
"1611","中電","675754","7728326","11.50","11.50","11.40","11.50","0.0000","255"
"1612","宏泰","9542770","253578389","26.60","27.20","26.05","26.15","-0.6000","3561"
"1614","三洋電","46008","1571324","34.20","34.30","34.10","34.15","-0.0500","42"
"1615","大山","446414","17940089","40.45","40.90","39.95","40.20","-0.3500","316"
"1616","億泰","1230968","11092864","9.00","9.10","8.98","9.00","-0.1200","443"
"1617","榮星","453238","8397094","18.60","18.80","18.35","18.40","-0.6000","264"
"1618","合機","2970284","51196298","17.85","17.85","17.00","17.00","-0.7000","1414"
"1626","艾美特-KY","76033","1912355","25.00","25.45","25.00","25.15","-0.0500","66"
"1701","中化","4364313","107478311","24.10","25.00","24.10","24.60","0.5000","2089"
"1702","南僑","949917","49211964","52.10","52.30","51.50","51.50","-0.6000","736"
"1707","葡萄王","320338","54250591","170.50","171.00","168.50","168.50","-1.5000","257"
"1708","東鹼","21465466","640834166","28.45","30.95","28.20","30.20","2.0000","8364"
"1709","和益","4033402","82385051","20.80","20.80","20.25","20.25","-0.5500","1528"
"1710","東聯","7250206","153283873","21.95","21.95","20.80","20.95","-1.0000","2486"
"1711","永光","2883964","55253535","19.30","19.35","19.05","19.10","-0.1500","1463"
"1712","興農","503844","11121625","22.10","22.15","22.05","22.05","-0.1000","267"
"1713","國化","332509","8249591","25.35","25.40","24.40","24.90","-0.5000","161"
"1714","和桐","9363983","110599887","11.80","12.00","11.70","11.70","-0.1000","2411"
"1717","長興","4291875","171363056","40.10","40.30","39.75","40.00","-0.1000","2145"
"1718","中纖","12026101","130017007","11.05","11.05","10.70","10.75","-0.2500","3641"
"1720","生達","449128","17839152","39.75","39.95","39.55","39.60","-0.1000","235"
"1721","三晃","285727","2834037","10.00","10.00","9.88","9.91","-0.0600","140"
"1722","台肥","3032084","173988956","57.90","58.00","57.10","57.10","-1.4000","1262"
"1723","中碳","236023","25683691","109.50","109.50","108.50","108.50","-0.5000","229"
"1724","台硝","165918","2621597","15.80","15.85","15.75","15.75","-0.0500","57"
"1725","元禎","113001","2292920","20.70","20.70","20.05","20.15","-0.5500","96"
"1726","永記","34130","2538983","74.50","74.80","74.30","74.50","0.1000","32"
"1727","中華化","686643","10269610","14.90","15.40","14.65","14.70","0.0000","378"
"1730","花仙子","225088","15380957","68.50","69.00","68.00","68.70","0.2000","250"
"1731","美吾華","514530","10426411","20.30","20.40","20.20","20.25","-0.1000","276"
"1732","毛寶","987300","35756100","36.40","36.85","35.75","35.95","-0.4500","714"
"1733","五鼎","188099","4628636","24.80","24.80","24.55","24.55","-0.2500","136"
"1734","杏輝","836496","25215964","30.25","30.50","30.00","30.05","-0.2000","549"
"1735","日勝化","19007","346277","18.20","18.30","18.15","18.15","-0.1500","16"
"1736","喬山","233820","18622513","80.00","80.10","79.40","79.60","-0.3000","219"
"1737","臺鹽","262691","8529382","32.40","32.65","32.40","32.65","0.2000","176"
"1760","寶齡富錦","4405683","501002234","114.00","116.00","111.50","114.00","2.0000","3152"
"1762","中化生","614308","39824452","64.80","65.30","64.20","64.70","0.0000","431"
"1773","勝一","413911","51583346","126.00","126.00","123.50","124.00","-2.0000","389"
"1776","展宇","19004","335420","17.70","17.75","17.60","17.75","-0.0500","15"
"1783","和康生","372076","12971119","34.65","35.65","34.40","35.00","0.6500","231"
"1786","科妍","29771","1598906","54.00","54.00","53.50","53.80","-0.1000","32"
"1789","神隆","1772157","47778858","27.45","27.45","26.60","26.60","-0.7500","758"
"1795","美時","922656","78339875","85.20","85.80","84.10","84.90","-0.7000","731"
"1802","台玻","41285580","1357202859","33.55","33.80","32.50","32.50","-0.8500","15277"
"1805","寶徠","124301","1701657","13.65","13.85","13.50","13.55","-0.1000","69"
"1806","冠軍","4606273","56721579","12.50","12.55","12.00","12.00","-0.3500","1238"
"1808","潤隆","114076","6489843","55.30","57.90","55.30","57.90","1.9000","97"
"1809","中釉","2420553","36662163","15.45","15.50","15.00","15.00","-0.4500","1033"
"1810","和成","1003000","11777793","11.85","12.00","11.65","11.65","-0.2000","466"
"1817","凱撒衛","72243","2709991","37.55","37.60","37.40","37.45","-0.5500","58"
"1903","士紙","755680","43172111","56.20","57.80","56.00","57.50","1.1000","508"
"1904","正隆","4188300","184409450","43.80","44.50","43.60","44.30","0.2500","2446"
"1905","華紙","17714347","480073071","27.20","27.55","26.90","27.20","-0.3000","7951"
"1906","寶隆","1886502","38415443","20.20","20.55","20.15","20.40","0.0500","244"
"1907","永豐餘","15468744","673309915","44.30","44.30","43.20","43.25","-1.0500","8402"
"1909","榮成","10732344","278963274","25.90","26.20","25.70","26.20","0.1500","4348"
"2002","中鋼","157041761","5567400766","35.80","35.95","35.00","35.00","-0.4500","42670"
"2002A","中鋼特","2150","110935","51.60","51.60","51.60","51.60","0.0000","4"
"2006","東和鋼鐵","10297927","496770496","47.95","48.80","47.90","47.95","-0.1500","4963"
"2007","燁興","3452753","50080401","14.55","14.80","14.30","14.35","-0.2000","1578"
"2008","高興昌","592990","10992719","18.60","19.10","18.25","18.60","0.1000","314"
"2009","第一銅","17244492","1036562445","60.50","61.10","59.20","59.40","-1.9000","10000"
"2010","春源","60348270","1421171950","22.40","24.55","22.30","23.65","1.2500","21873"
"2012","春雨","1801909","50841291","28.45","28.70","27.70","27.90","-0.5500","1103"
"2013","中鋼構","799558","33753904","42.10","42.45","42.10","42.20","-0.0500","558"
"2014","中鴻","112169354","5729650461","51.40","52.30","50.00","50.00","-0.8000","49196"
"2015","豐興","2347677","170903964","73.00","74.30","71.80","74.30","1.2000","1326"
"2017","官田鋼","12107429","276133296","22.65","23.30","22.25","22.25","-0.3500","4048"
"2020","美亞","2592644","80744457","31.50","31.55","30.90","30.90","-0.5000","1372"
"2022","聚亨","14465822","220939827","15.25","15.50","15.00","15.10","-0.3000","5327"
"2023","燁輝","25979057","605741590","23.25","23.80","23.00","23.10","-0.1000","9264"
"2024","志聯","252469","4330723","17.55","17.55","17.00","17.10","-0.4500","172"
"2025","千興","676002","2569738","3.90","3.90","3.75","3.80","-0.1000","110"
"2027","大成鋼","34562714","1579690824","45.70","46.40","45.10","45.50","-0.4500","15174"
"2028","威致","5494858","258238279","46.45","48.00","45.55","47.20","0.9000","3194"
"2029","盛餘","3864966","144186695","37.15","37.95","36.70","37.00","-0.1500","1976"
"2030","彰源","18349534","425069541","23.50","23.85","22.80","22.80","-0.8500","6194"
"2031","新光鋼","7023730","454885053","64.50","65.80","64.20","64.30","-0.4000","3812"
"2032","新鋼","1446153","29038316","20.25","20.30","19.90","19.95","-0.3000","658"
"2033","佳大","733510","13091632","18.10","18.15","17.35","17.75","-0.1500","352"
"2034","允強","4002761","121217865","30.60","30.65","30.15","30.30","-0.3500","2278"
"2038","海光","9778651","467254487","47.40","48.40","46.45","48.15","0.9500","5444"
"2049","上銀","3723777","1480141414","386.00","402.00","385.50","400.00","16.5000","2554"
"2059","川湖","337749","135824636","405.00","409.00","395.50","395.50","-7.0000","319"
"2062","橋椿","131000","3630600","27.55","27.95","27.55","27.70","0.2500","78"
"2069","運錩","5742336","157518303","27.75","28.00","26.95","27.05","-1.0500","2606"
"2101","南港","1035547","39685028","38.30","38.60","38.05","38.45","0.1500","493"
"2102","泰豐","3054543","86452760","28.05","28.75","27.80","28.65","0.3500","1542"
"2103","台橡","10765294","370617265","35.10","35.20","34.05","34.05","-1.4500","4706"
"2104","國際中橡","2530206","64293037","25.65","25.65","25.30","25.40","-0.1500","997"
"2105","正新","22554642","1006252836","45.30","45.60","44.40","44.45","-0.8500","5742"
"2106","建大","1143682","45616607","40.10","40.20","39.65","40.05","-0.1500","610"
"2107","厚生","494778","12117176","24.70","24.70","24.45","24.45","-0.1000","261"
"2108","南帝","9918306","1394316559","142.00","144.00","137.00","144.00","3.0000","5662"
"2109","華豐","375584","6878043","18.15","18.50","18.15","18.25","-0.0500","205"
"2114","鑫永銓","74759","9779930","131.50","132.00","130.00","130.50","-1.0000","75"
"2115","六暉-KY","20156","942958","46.85","46.85","46.70","46.80","0.0000","19"
"2201","裕隆","6920725","280414744","40.10","40.90","40.00","40.50","0.3000","2414"
"2204","中華","2628420","190828347","73.00","73.00","72.30","72.30","-0.5000","1196"
"2206","三陽工業","1397636","40973727","29.35","29.50","29.05","29.50","0.2000","689"
"2207","和泰車","361009","208053498","577.00","584.00","574.00","576.00","-5.0000","295"
"2208","台船","132012812","3797952046","27.25","29.40","27.05","28.30","1.2000","51246"
"2211","長榮鋼","1763230","97418770","56.00","56.00","54.60","55.40","-1.0000","1249"
"2227","裕日車","111291","29726579","269.00","269.00","266.00","266.00","-5.5000","200"
"2228","劍麟","218992","15260208","70.00","70.40","69.50","69.70","-0.3000","184"
"2231","為升","761176","146109544","191.50","194.00","189.00","193.00","3.0000","737"
"2233","宇隆","898762","113641196","128.00","129.00","125.00","125.00","-1.5000","728"
"2236","百達-KY","21000","572700","26.90","27.75","26.70","27.70","0.6500","17"
"2239","英利-KY","568297","51475909","93.20","93.70","89.20","90.00","-3.8000","459"
"2241","艾姆勒","79583","4395850","55.10","55.50","54.90","54.90","-0.2000","64"
"2243","宏旭-KY","117000","1335200","11.85","11.85","11.25","11.40","-0.2000","72"
"2247","汎德永業","117193","26496729","225.00","227.00","224.50","227.00","2.0000","146"
"2250","IKKA-KY","1208766","232518760","192.00","198.00","187.00","195.50","7.0000","1099"
"2301","光寶科","13456686","881704786","66.50","67.30","64.90","64.90","-1.4000","4379"
"2302","麗正","385152","6769617","17.80","17.80","17.30","17.65","-0.1000","215"
"2303","聯電","128892107","6814653443","53.60","53.80","52.20","52.20","-1.1000","40083"
"2305","全友","527019","4584054","8.78","8.78","8.66","8.69","-0.0100","173"
"2308","台達電","10188731","3068928762","301.00","307.00","299.00","299.50","0.0000","5832"
"2312","金寶","6682936","89155938","13.50","13.50","13.25","13.30","-0.1000","1888"
"2313","華通","15941004","654931959","41.20","41.75","40.55","40.55","-0.4500","8240"
"2314","台揚","27154441","1436915629","53.50","55.20","50.80","52.20","-1.3000","12049"
"2316","楠梓電","403542","11925006","29.95","29.95","29.30","29.30","-0.6500","292"
"2317","鴻海","30836806","3448966642","112.50","113.00","111.50","111.50","-1.5000","12120"
"2321","東訊","9354","68460","7.50","7.50","7.23","7.23","-0.2700","12"
"2323","中環","9906239","99216911","10.15","10.15","9.95","9.95","-0.2000","1931"
"2324","仁寶","26601108","613267869","23.40","23.40","22.90","23.05","0.0000","4953"
"2327","國巨","8261276","4507559424","550.00","555.00","540.00","540.00","-5.0000","8045"
"2328","廣宇","47520629","1988937447","40.45","42.75","40.30","42.40","1.9500","24026"
"2329","華泰","48730164","1031218136","20.85","21.70","20.50","21.15","0.4500","15716"
"2330","台積電","42036170","25373026235","608.00","608.00","601.00","603.00","-3.0000","16899"
"2331","精英","2209783","49880316","22.60","22.85","22.30","22.50","-0.1000","1039"
"2332","友訊","2864237","54582422","19.10","19.35","18.80","18.80","-0.3500","1160"
"2337","旺宏","45101123","2041262828","45.45","45.65","44.85","45.10","0.4000","20885"
"2338","光罩","18660176","1661278999","90.80","91.00","87.50","87.50","-2.1000","12087"
"2340","光磊","6542131","168827609","25.90","26.20","25.55","25.55","-0.2000","2236"
"2342","茂矽","5079251","178494553","34.50","35.95","34.00","35.25","1.0500","2905"
"2344","華邦電","89734221","3113917994","34.60","35.20","34.30","34.55","0.1000","32898"
"2345","智邦","3636973","1070433760","293.50","297.00","290.00","295.00","2.0000","2034"
"2347","聯強","21096639","1093273440","53.00","53.10","51.50","51.50","-1.5000","7764"
"2348","海悅","130885","12702990","96.60","97.50","96.60","97.20","-0.2000","154"
"2349","錸德","2545194","24661300","9.80","9.80","9.61","9.64","-0.1300","992"
"2351","順德","15718050","1743619047","110.00","115.00","106.50","111.00","1.0000","10706"
"2352","佳世達","8457331","256133123","30.30","30.60","30.05","30.10","0.0000","2795"
"2353","宏碁","25828659","823943775","31.55","32.10","31.40","32.05","0.4500","7788"
"2354","鴻準","9004376","591664103","65.30","66.40","65.20","65.70","0.7000","4215"
"2355","敬鵬","1583595","49026885","30.80","31.20","30.70","31.10","0.6000","939"
"2356","英業達","21354271","555668185","26.20","26.35","25.65","26.15","0.0500","7185"
"2357","華碩","4331962","1671187042","388.50","389.00","385.00","385.00","-3.0000","2705"
"2358","廷鑫","1865905","27653921","14.65","15.15","14.65","14.75","0.1500","739"
"2359","所羅門","187835","3246675","17.50","17.50","17.20","17.35","-0.0500","96"
"2360","致茂","588125","114944058","199.50","199.50","194.50","194.50","-3.5000","296"
"2362","藍天","1107375","33304989","29.95","30.25","29.95","30.25","0.1000","403"
"2363","矽統","11082010","239538298","22.00","22.00","21.40","21.40","-0.5000","4378"
"2364","倫飛","109626","341102","3.14","3.14","3.11","3.11","0.0400","34"
"2365","昆盈","1330495","16464053","12.70","12.70","12.20","12.20","-0.3000","522"
"2367","燿華","6078310","135750730","22.45","22.50","22.15","22.15","-0.1000","2449"
"2368","金像電","28619320","1709189720","59.80","61.40","58.10","58.20","-1.1000","13588"
"2369","菱生","50662350","1007784268","20.50","20.60","19.35","19.45","-1.3500","17700"
"2371","大同","8904790","223404636","25.45","25.50","24.90","24.90","-0.4500","3246"
"2373","震旦行","35797","3288722","91.90","92.40","91.70","91.90","-0.6000","43"
"2374","佳能","692626","10672459","15.45","15.50","15.35","15.45","0.0000","226"
"2375","凱美","29752115","3541815101","118.50","123.00","115.50","117.00","-0.5000","19646"
"2376","技嘉","28766738","3519579929","118.00","125.00","117.00","125.00","9.0000","16804"
"2377","微星","11452935","2068530360","174.00","186.00","172.50","181.00","9.0000","7482"
"2379","瑞昱","1962186","1018768800","522.00","525.00","516.00","516.00","-3.0000","1346"
"2380","虹光","1557872","19474233","12.30","12.70","12.20","12.50","0.2500","758"
"2382","廣達","13643334","1189338187","87.70","87.80","87.00","87.00","-0.6000","4984"
"2383","台光電","6417471","1353650705","212.50","213.50","207.50","212.00","-2.0000","3579"
"2385","群光","6226818","497553981","79.00","80.60","78.90","80.30","1.6000","3716"
"2387","精元","723000","39403067","55.00","55.40","54.00","54.20","-0.3000","503"
"2388","威盛","7497357","397367605","54.10","54.60","52.10","52.10","-1.6000","3093"
"2390","云辰","36650965","1076356130","28.30","30.45","28.30","28.90","0.6500","17756"
"2392","正崴","1743497","71190553","41.15","41.15","40.65","40.90","-0.2500","1008"
"2393","億光","5917463","298619366","51.00","51.30","49.95","50.10","-0.4000","3850"
"2395","研華","2265122","763609705","331.00","341.00","328.00","338.50","4.0000","1436"
"2397","友通","18003","1170994","65.30","65.30","64.50","64.90","0.0000","14"
"2399","映泰","10477070","300124969","28.25","29.20","27.90","28.95","0.9500","5003"
"2401","凌陽","14978239","481982499","32.75","32.95","31.70","31.85","-0.5500","6979"
"2402","毅嘉","2690575","50443363","18.45","19.00","18.30","18.90","0.6000","1247"
"2404","漢唐","4403988","987136068","221.00","226.50","220.00","222.00","0.0000","3266"
"2405","浩鑫","1283078","16434779","12.85","12.90","12.70","12.75","-0.1000","485"
"2406","國碩","6629448","133735996","20.30","20.45","20.00","20.05","-0.6500","3228"
"2408","南亞科","11014339","874621550","79.30","80.20","78.90","78.90","0.0000","4807"
"2409","友達","539918260","12393223678","22.85","23.60","22.45","22.50","-0.3500","110704"
"2412","中華電","11998910","1365396977","114.00","114.50","113.50","113.50","-1.0000","2802"
"2413","環科","400332","8570255","21.55","21.60","21.20","21.25","-0.3000","211"
"2414","精技","297045","8713682","29.30","29.40","29.25","29.40","0.1500","214"
"2415","錩新","2368483","95595898","39.70","41.20","39.25","40.00","0.5500","1366"
"2417","圓剛","975907","39852417","41.45","41.45","40.65","40.70","-0.4000","633"
"2419","仲琦","295319","6141711","20.85","20.90","20.65","20.65","-0.0500","185"
"2420","新巨","228278","8673913","38.05","38.15","37.95","37.95","-0.0500","171"
"2421","建準","1606368","73298537","44.80","46.50","44.55","46.50","1.7000","1038"
"2423","固緯","114187","2765609","24.20","24.45","24.10","24.40","0.0500","83"
"2424","隴華","201","5368","","","","","0.0000","3"
"2425","承啟","798446","25004036","31.05","32.00","30.85","31.05","0.3000","455"
"2426","鼎元","3164254","81520755","26.30","26.50","25.20","25.20","-0.9000","1500"
"2427","三商電","195037","2207150","11.30","11.40","11.30","11.35","0.0000","68"
"2428","興勤","1542001","276034284","182.50","182.50","176.00","179.50","-3.5000","1253"
"2429","銘旺科","13000","209900","16.40","16.40","16.10","16.10","-0.3000","6"
"2430","燦坤","4005512","128746032","30.90","33.25","30.50","31.70","1.1000","2222"
"2431","聯昌","328752","4462440","13.75","13.75","13.45","13.45","-0.1000","152"
"2433","互盛電","54723","2956157","53.30","55.00","53.20","53.80","0.5000","40"
"2434","統懋","53503","2016768","38.20","39.00","36.80","37.85","0.0500","52"
"2436","偉詮電","6112470","444397144","73.10","73.90","72.00","72.40","-0.6000","4274"
"2438","翔耀","123539","1250801","10.10","10.30","10.05","10.10","-0.1000","75"
"2439","美律","769340","82575416","107.00","108.00","106.50","108.00","1.0000","593"
"2440","太空梭","485581","9197771","19.20","19.30","18.80","18.80","-0.6500","328"
"2441","超豐","10550307","808310026","77.40","77.50","75.20","76.80","0.3000","4187"
"2442","新美齊","574528","5730236","9.97","10.05","9.90","9.95","0.0000","204"
"2443","億麗","143957","408937","2.88","2.89","2.82","2.82","-0.0600","48"
"2444","兆勁","214468","2635058","12.60","12.60","12.20","12.25","-0.3500","100"
"2449","京元電子","13224627","564092872","43.35","43.35","42.25","42.25","-0.9000","5338"
"2450","神腦","200288","6693257","33.00","33.80","33.00","33.65","0.5000","177"
"2451","創見","2543411","185952642","73.00","74.70","72.00","72.00","-0.8000","1222"
"2453","凌群","328187","8073075","24.70","24.75","24.50","24.50","-0.2500","212"
"2454","聯發科","6077649","5917845107","980.00","990.00","965.00","965.00","-13.0000","7380"
"2455","全新","2483724","303065564","123.50","123.50","120.50","121.50","-1.0000","1889"
"2456","奇力新","3904182","396108073","101.50","103.00","100.00","100.00","-1.5000","2704"
"2457","飛宏","17519093","638901350","36.30","37.40","35.70","35.85","-0.4500","8873"
"2458","義隆","2523040","538052251","212.00","214.00","211.50","214.00","2.0000","1983"
"2459","敦吉","382959","21199357","54.70","56.20","54.60","56.00","1.8000","235"
"2460","建通","1814673","61871521","35.00","35.20","33.30","33.45","-1.4500","1223"
"2461","光群雷","1275356","25579619","20.10","20.30","19.95","19.95","-0.2500","450"
"2462","良得電","204674","6357531","31.40","31.50","30.75","31.25","-0.1500","134"
"2464","盟立","947203","42107990","44.80","45.00","44.30","44.30","-0.5000","719"
"2465","麗臺","4879149","456585169","89.80","98.00","89.80","92.10","2.8000","3995"
"2466","冠西電","100003","3298696","33.00","33.15","32.80","33.15","0.1500","55"
"2467","志聖","282829","15293705","54.40","54.70","53.70","53.90","-0.4000","211"
"2468","華經","110449","1493451","13.60","13.60","13.50","13.50","-0.0500","55"
"2471","資通","66250","1730748","26.10","26.20","26.10","26.10","0.0000","57"
"2472","立隆電","1819282","121568668","67.60","67.80","66.20","66.20","-0.8000","1186"
"2474","可成","8182247","1465860384","182.00","182.50","178.50","178.50","-3.5000","3566"
"2476","鉅祥","3974261","140284121","35.00","35.95","34.60","35.55","0.8500","2170"
"2477","美隆電","2048955","75500205","37.80","37.80","36.35","36.90","-0.2000","1272"
"2478","大毅","2003943","140312092","70.90","71.10","69.00","69.50","-1.6000","1338"
"2480","敦陽科","504394","36549260","72.70","72.70","72.20","72.20","-0.5000","319"
"2481","強茂","73148306","4981875027","65.30","70.90","64.50","68.90","3.7000","39854"
"2482","連宇","491437","6065765","12.65","12.65","12.15","12.15","-0.3500","284"
"2483","百容","41158","838731","20.35","20.55","20.20","20.50","0.0500","37"
"2484","希華","18176952","582329953","31.80","32.60","31.25","32.25","0.4500","8256"
"2485","兆赫","38482337","894352973","23.00","24.50","21.85","22.05","-0.5500","15132"
"2486","一詮","10214613","334910458","32.80","33.85","32.00","32.50","-0.5500","4870"
"2488","漢平","335373","10169156","30.30","30.75","30.00","30.40","0.4000","196"
"2489","瑞軒","10636693","185978660","17.60","17.75","17.20","17.20","-0.2500","3590"
"2491","吉祥全","903855","23388852","26.50","26.65","25.40","25.40","-0.7500","549"
"2492","華新科","6251067","1349203958","219.00","220.50","213.50","213.50","-3.5000","4958"
"2493","揚博","556154","21674753","39.45","39.45","38.80","38.90","-0.1000","256"
"2495","普安","10545358","229692664","21.35","22.40","21.15","21.15","0.2000","4299"
"2496","卓越","11084","621494","55.60","56.60","55.40","56.20","0.9000","14"
"2497","怡利電","658255","19477779","29.40","30.40","29.00","29.70","0.9000","398"
"2498","宏達電","11838854","482359915","40.30","41.70","39.95","39.95","-0.6500","5176"
"2501","國建","509366","10045801","19.75","19.80","19.65","19.75","0.0000","169"
"2504","國產","2076159","51223037","24.80","24.80","24.60","24.70","-0.1000","709"
"2505","國揚","874924","26618236","30.45","30.65","30.25","30.45","0.0000","349"
"2506","太設","383805","3927385","10.30","10.30","10.15","10.25","-0.0500","176"
"2509","全坤建","475607","9512754","20.00","20.30","19.90","20.00","0.0000","296"
"2511","太子","986019","11741093","12.00","12.00","11.85","11.90","-0.1000","270"
"2514","龍邦","219656","3841283","17.60","17.60","17.45","17.50","-0.1000","127"
"2515","中工","5881219","53154374","9.12","9.12","9.01","9.02","-0.0700","1480"
"2516","新建","263964","1614385","6.17","6.17","6.09","6.10","-0.0600","117"
"2520","冠德","1506898","56473655","37.80","37.80","37.35","37.40","-0.2500","745"
"2524","京城","96369","3337691","34.05","35.10","34.05","34.90","0.1000","78"
"2527","宏璟","7375667","199346377","27.40","27.40","26.60","26.90","-0.1500","621"
"2528","皇普","44641","975905","21.75","21.90","21.75","21.90","0.1000","29"
"2530","華建","217831","3016119","13.90","13.90","13.80","13.90","0.0000","103"
"2534","宏盛","308757","6074222","19.60","19.80","19.60","19.65","-0.0500","240"
"2535","達欣工","917709","30822172","33.60","33.70","33.50","33.70","0.0000","488"
"2536","宏普","202313","4400652","21.80","21.85","21.70","21.75","-0.0500","101"
